origem,topico,arquivo,texto
training,wpi,0003323,norways wholesale prices rise pct in february oslo march norways wholesale price index base rose pct in february to after a pct rise in january to the central bureau of statistics said the year on year increase for february was pct compared with pct in january and pct in february it added
training,wpi,0004072,italian wholesale prices up pct in january rome march the wholesale price index rose pct monthonmonth in january after increasing by pct in december the national statistics institute istat said the index base equals registered in january compared with in december the january figure represents a fall over january of pct after a yearonyear decrease in december of pct
training,wpi,0001238,belgian wholesale prices fall in january brussels march belgian wholesale prices fell by pct in january from a year earlier after a pct year on year fall in december figures from the economics ministry show a ministry spokesman said the wholesale price index base and excluding value added tax stood at in january this compared with in december in januay and in december in january wholesale prices were pct lower than a year earlier
training,wpi,0003290,us producer prices rose pct in feb after pct jan rise blah blah blah
training,wpi,0004430,german producer prices fall pct in february wiesbaden march west german producer prices fell pct in february from january and were pct below prices in february last year the federal statistics office said in january producer prices rose pct from december the first monthly rise since october but they were down pct from a year earlier the statistics office said light heating oil producer prices fell pct in february from january while heavy heating oil prices fell pct
training,wpi,0004018,japan wholesale prices fall pct in february tokyo march japans overall wholesale price index base fell pct in february from a month earlier to for the second consecutive monthonmonth fall the bank of japan said wholesale prices fell pct in january from december the index fell pct from a year earlier for the st straight yearonyear drop the central bank said the reduced monthonmonth drop mainly stemmed from the recovery in world crude oil prices it said on a customscleared basis crude oil prices rose to around dlrs a barrel in february from about dlrs in january the average value of the yen against the dollar rose pct to in february from in january and was up pct from a year earlier the bank said the export price index in february fell pct from a month earlier reflecting price cuts in export products like cars and precision instruments due to severe foreign competition the index was down pct from a year earlier the import price index rose pct from a month earlier to for the sixth successive monthonmonth gain mainly due to the continued strength of world crude oil prices but the index was down pct from a year earlier the domestic price index fell pct to in february its th straight monthly drop mainly reflecting falls in prices of home appliances such as colour televisions due to severe sales competition at home lower edible oil prices added to the decline the index was down pct from a year earlier the domestic index marked its largest yearonyear drop of pct in january since the central bank started compiling such statistics in under its current system wholesale prices are likely to turn upward in march as higher world crude oil and raw material prices are expected the bank said
training,wpi,0005302,danish wholesale prices fall pct in february copenhagen march denmarks wholesale price index fell pct in february giving a yearonyear fall of pct the national statistics office said the index base stood at in february a fall of one point compared to january against in february
training,wpi,0004017,japan february wholesale prices fall pct pct january drop official blah blah blah
training,wpi,0003238,s african producer price inflation falls sharply pretoria march south african yearonyear producer price inflation fell to pct in january against pct in december central statistics office figures show the all items index base rose a monthly pct in january to after also rising pct in december to a year ago the index stood at and yearonyear producer price inflation at pct
training,wpi,0003506,us producer energy prices rise in february washington march prices of wholesale finished energy goods in the united states were up in february rising by pct after a pct rise in january the labor department said the producer price index for finished energy goods has fallen pct in the past months heating oil prices rose pct in february after a pct rise in january the department said gasoline prices rose by pct last month after a pct january rise the department said natural gas prices rose pct after a pct rise in january energy goods at the intermediate stage of processing rose pct in february after rising pct in january and were down pct over the past months the labor department said prices for crude energy goods such as crude oil coal and gas at the wellhead rose pct last month after a pct january rise they were down pct from february the department said at the intermediate stage liquefied petroleum gas prices rose pct last month after a pct january rise and were pct below prices a year earlier the department said residual fuel prices rose pct in february after a pct rise a month earlier and were off pct in months electric power prices fell pct last month after a pct january decline and were down pct from a year ago crude oil prices rose pct in february after a pct january rise and were off pct from the year ago level prices of natural gas at the wellhead rose pct in february after rising pct a month earlier and were pct lower than they were months earlier the department said coal costs were down pct last month after rising pct in january and were down pct from a year ago
training,wpi,0003225,swiss wholesale prices fall pct in february berne march swiss wholesale prices fell by pct in february giving a drop of pct from february the federal office of industry trade and labour said prices had been unchanged in january giving an annual drop of pct they fell by pct in the year to february the wholesale price index base stood at in february from last year the office said the fall was largely due to lower prices for energy raw materials and semifinished goods consumer goods prices rose slightly
training,wpi,0006101,pakistan consumer price index falls in january karachi march pakistans consumer price index base fell to in january from in december and compared with a year ago the federal bureau of statistics said the wholesale price index same base rose to in january from in december and compared with in january
training,wpi,0008861,indias credit policy aims to control liquidity new delhi april indias credit policy package for fiscal aprilmarch will help ease inflationary pressures and control the growth of overall liqudity the reserve bank of india rbi said in a statement the package announced earlier this week will raise commercial bank statutory liquidity ratios to pct from pct effective april and will increase cash reserve ratios on foreign currency nonresident accounts to pct from three pct effective may it said excess liquidity pushed wholesale and consumer retail prices higher in on previous year levels rbi governor r n malhotra said in a statement malhotra said indias m money supply grew billion rupees in the fiscal year to march compared to a growth of billion in the same period the year before commercial bank aggregate deposits rose to billion in the same period against billion in the corresponding months of fiscal he said the finance ministry in a report issued in february predicted indias fiscal wholesale pricelinked inflation rate at about pct against pct in
training,lumber,0005897,timber realization trx to sell remaining acres chicago ill march timber realization co said it has agreed to sell its remaining acres of timberland property in mississippi for about mln dlrs in cash timber realization a limited partnership formed to dispose of timberlands and related properties transferred to it by the masonite corp said that when this sale is completed the partnership will have received about mln dlrs in cash and notes from the sale of its properties since december the partnership said it will terminate before august prior to that date the partnership said it expects to form a liquidating trust to provide for unresolved claims and liablities timber realization said the amount retained in that trust will depend on its experience in resolving open items up to the termination date but it added it expects to retain a substantial amount in the trust the partnership said it anticipates making a cash distribution of an as yet undetermined amount to unitholders at or before the liquidation trusts funding date
training,lumber,0003542,us says canada complying with lumber pact washington march the commerce department said that all canadian firms had begun to pay an agreed to pct surcharge on softwood shipped to us markets it made the statement after talks with canadian officials about press reports and speculation in canada that some exporters were not paying the charge canada and the united states agreed last december to the pct charge ending a lengthy trade dispute over alleged canadian subsidies to canadas softwood exporters commerce officials would not say if they found any canadian companies had been evading the charge but that following the talks they were convinced all exporters were complying with the agreement undersecretary of commerce bruce smart said we are gratified to learn that companies in canada have begun paying the export charge on lumber he added the agreement was important to the health of the us lumber industry and he intended to see that it was fully carried out
training,lumber,0003556,us says canada complying with lumber pact washington march the commerce department said all canadian firms have begun to pay an agreed pct surcharge on softwood shipped to us markets it made the statement after talks with canadian officials about rumors in canada that some exporters were not paying the charge canada and the us agreed last december to the pct charge ending a lengthy trade dispute over alleged canadian subsidies to canadas softwood exporters commerce officials declined to say if any canadian companies had been evading the charge but said following the talks they were convinced all exporters were complying with the agreement undersecretary of commerce bruce smart said we are gratified to learn that companies in canada have begun paying the export charge on lumber he added the agreement was important to the health of the us lumber industry and he intended to see that it was fully carried out
training,lumber,0005114,champion cha to expand alberta mill toronto march champion international corp based in stamford conn said it will expand its mill in hinton alberta at a cost of about mln canadian dlrs the expansion will double the facilitys pulping operation to short tons per year the mill produces softwood kraft pulp which is sold to other champion facilities and on the open market champion said it estimates the project will be completed by the end of
training,lumber,0008092,usdas amstutz sympathetic to wood credits washington march us agriculture undersecretary daniel amstutz said he was totally sympathetic with us wood producers desire to have their exports eligible for government credit guarantees but he told the senate appropriations agriculture subcommittee that including wood products in the departments short or intermediateterm export guarantee programs would conflict with us multilateral trade obligations currently us wood products are not eligible for government export credit guarantee because they are considered manufactured products amstutz said he said usda had devoted an enormous amount of time to considering making wood products eligible for the guarantees and that congress was considering a measure to do so
training,lumber,0005286,tropical forest death could spark new debt crisis author by eric hall reutersauthor tokyo march the death of the worlds tropical rain forests could trigger a new debt crisis and social and biological disasters scientists and ecologists involved with the international tropical timber organisation itto said at stake is the ability of developing nations including brazil mexico and the philippines to service their debts and the loss of trade worth hundreds of billions of dollars in important sectors such as agriculture and pharmaceuticals they said the experts gathering ahead of an itto meeting of consumers and producers near tokyo next week said the problem is already acute the philippines offers a textbook case of the economic dangers for many third world nations the loss of the forest is not just a loss of resources said delfin ganapin a philippine government consultant on environmental impact in the s we had mln hectares of commercial forest now we have one mln we have only around years of profitable logging left with a billion dlr debt the loss of logging foreign exchange earnings is serious he said about mln philippine people depend on upland areas that are now denuded and farmers cannot grow crops government security advisers say that as a direct result the most likely source of revolution in the philippines is in the upland areas said ganapin replanting is uneconomic and replanted tropical hardwoods have less than a pct chance of survival there is no known way to reproduce the wood or the millions of species within no replanting programme has been successful said almy hafild from the indonesian network for forest conservation ganapin said three billion dlrs would be needed in the next two years alone to save five mln hectares of critically denuded land in the philippines the experts say that without a major initiative from the development banks the vicious circle will continue with countries cutting more forest to help service shortterm debts at the cost of longterm insolvency yet timber a five billion dlr a year industry is not necessarily the most direct economic product of the forests and nations must be educated in how best to farm them said peter kramer world wildlife fund wwf conservation director there is a four billion dlr annual global trade in the end products of rattan and brazil nuts earn brazil mln dlrs a year he said us pharmacologist norman farnsworth has calculated that pct of all us prescriptions owe their active ingredients to higher plants growing in the forests deforestation would wipe out the chance of further discoveries and force major corporations to research develop and produce manmade substitutes at a cost which scientists say is incalculable by the year only developing nations will still be exporting timber from currently and their export earnings will drop from a peak of billion dlrs to less than two billion a world bank and un sponsored survey said of the billion dlrs advanced by the world bank interamerican african and asian development banks in only mln dlrs went to forestry projects it said wwf statistics show half of the worlds tropical forests have vanished since the s of mln hectares remaining up to mln are destroyed each year by destructive logging practises and by local farmers
training,lumber,0009127,plywood credits eyed by reagan administration washington april the reagan administration is debating whether to provide government credit guarantees for the export of plywood a us agriculture department official said as a member of the organization for economic cooperation and development oecd the united states has agreed not to provide any concessional credits on the export of manufactured products however usda general sales manager melvin sims told reuters the administration is considering allowing usda to provide its first export credit guarantees for plywood on the grounds it is not a manufactured product sims said it was clear that wood products such as furniture tables and window frames would be considered manufactured goods and therefore ineligible for export credit guarantees however the case of plywood was less clear as long as its a basic material we consider it still just a processed version of the basic agricultural commodity sims said in a telephone interview earlier today usda said that plywood was eligible under an export credit guarantee offer for turkey announced yesterday in its original announcement yesterday usda had said the offer included three mln dlrs for the export of lumber excluding plywood however sims said he did not expect any plywood exports to be including under the lumber guarantee offer
training,lumber,0002719,oregon lumber company to sell wood to iraq portland oregon march a portlandbased wood products company has signed a mln dlr contract with the iraqi government to supply finished softwood lumber to iraq edward niedermeyer president of niedermeyermartin co said yesterday niedermeyer told the house foreign affairs subcommittee on international economic policy and trade in washington that the sales agreement contains an option that could make lumber exported worth more than mln dlrs the delivery of about mln dlrs worth of plywood in addition to lumber hinges on whether the us department of agriculture will interpret plywood as an agricultural commodity under the credit guarantee program he said niedermeyer said the government export credit guarantee program gsm administered by the usda was the key to opening the iraqi market which up to now had been captured by scandinavian lumber producers this is the first time we have been able to sell wood products in iraq he said without the usda program it would not have been possible we hope this will lead to a long term export market for us lumber products he said the contract calls for supplying mln board feet to mln board feet of softwood lumber for housing construction and furniture manufacturing he estimated the profit potential for his company on the sale at five to six pct niedermeyer spent two weeks in baghdad negotiating the sale late last month and early march he is a member of the united statesiraq business forum a nonprofit group designed to promote commerce with iraq the forum members include westinghouse and general electric but niedermeyers company is the only wood products firm on the membership roster
training,lumber,0009125,usda corrects turkey credit announcement washington april the us agriculture department said an announcement by the department yesterday concerning mln dlrs in additional credit guarantees for exports of us commodities to turkey contained two inaccuracies first the usda said its announcement should not have said that plywood was excluded from the additional three mln dlrs in gsm credit guarantees for lumber the original announcement said the guarantees included three mln dlrs for lumber except plywood melvin sims usda general sales manager told reuters he did not anticipate any plywood would be included in the sales but that its possible it would be plywood in the past has not been eligible for gsm credit guarantees because it is considered by some to be a manufactured product members states of the organization for economic cooperation and development have pledged not to offer concessional credits on manufactured products sims said however the reagan administration is considering whether to allow plywood sales to be covered by the credit guarantee program sims said second the usda announcement said mln dlrs of a previously announced mln dlr line for tallow under gsm was available for both public and private sector importers in fact the line of credit guarantees for tallow is available only for public sector importers walter stern foreign agricultural service turkey analyst said
training,lumber,0001802,cme sets may start for lumber futures options chicago march the chicago mercantile exchange cme board of governors announced today the options on random length lumber futures will begin trading on may the contract received commodity futures trading commission cftc approval on january after being submitted for review last october initially only january march and may delivery months will be listed for trading the size of the underlying futures contract is board feet regular trading hours for the contract will be from to central time however on the first day of trading the market will open at on march the cme board amended the contract to eliminate christmas eve expirations for the january option this amendment has been submited to the cftc the cme said
training,coffee,0008606,ico talks set to end with no quota debate london april the international coffee organization executive board meeting will end tomorrow without any move to reopen the debate on restoring coffee export quotas delegates said talks have focused on administrative matters and verification of stocks in producer countries they said producers met briefly today to exchange views on the market situation but there seems little chance discussion on quotas will begin much before the icos annual council session in september they said delegates earlier thought the meeting would end tonight but a further session is scheduled tomorrow at gmt to complete reports on stock verification meantime the executive board will meet may to discuss possible action on the consultancy report on the ico presented today to the board consumer delegates said
training,coffee,0008891,seasonal stabilisation seen for coffee prices hamburg april the onset of cooler weather in brazil during the southern hemisphere winter is expected to have a stabilising effect on a weak coffee market west german trade sources said the annual fear of frost in brazil will probably grip the market sometime this month until june or early july one trader said the trade believes the international coffee organization ico is unlikely to tackle the reintroduction of quotas before its september meeting and until then the market will not see any unexpected sharp moves in either direction
training,coffee,0007320,india steps up countertrade deals new delhi march india is searching for noncommunist countertrade partners to help it cut its trade deficit and conserve foreign exchange wheat tobacco tea coffee jute engineering and electronic goods as well as minerals including iron ore are all on offer in return for crude oil petroleum products chemicals steel and machinery trade sources told reuters most of the impetus behind countertrade which began in comes from two state trading firms the state trading corp stc and the minerals and metals trading corp mmtc the two state trading corporations are free to use their buying power in respect to bulk commodities to promote indian exports a commerce ministry spokeswoman said adding that private firms are excluded from countertrading one trade source said india has targetted countries that depend on an indian domestic market recently opened to foreign imports but countertrade deals still make up only a small part of indias total trading and are likely to account for less than eight pct of the estimated billion dlrs in trade during the nine months ended december the sources said countertrade accounted for just five pct of indias billion dlrs in trade during fiscal ended march against almost nothing in official figures show however the figures exclude exchanges with the eastern bloc paid in nonconvertible indian rupees the sources said total trade with the soviet union involving swaps of agricultural produce and textiles for soviet arms and crude oil is estimated at billion dlrs in fiscal
training,coffee,0006796,ibc president not to attend ico executive board rio de janeiro march brazilian coffee institute ibc president jorio dauster said he will not attend the ico executive board meeting and was surprised to hear that a report of his absence had a slightly depressing effect on the new york coffee market today i have too much work to accomplish here in brazil at the moment besides the presence of the ibc president at an ico executive board meeting is not a tradition dauster said dauster said except in rare cases brazil has always sent its londonbased representative to ico board meetings ambassador lindenberg sette will attend the meeting he said
training,coffee,0006429,vietnam to resettle on state farms in bangkok march vietnam will resettle people on state farms known as new economic zones in to create jobs and grow more highvalue export crops the communist party newspaper nhan dan said yesterdays edition received here today said vietnam would invest one billion dong including the costs of relocation in new economic zones about one third of that sum would be spent on export crops such as coffee tea rubber and pepper in the central highlands it said since vietnam has resettled about three million people from cities and crowded river deltas to the zones
training,coffee,0007569,top qualities sought on hamburg coffee market hamburg march the green coffee market saw some demand for high quality coffees in the past week but business was described as generally unsatisfactory trade sources said especially sought were spot east african and ethiopian and some brazils they said adding that some high grade robustas also met some demand sporadic business was noted in the second hand which offered kenya coffee for mayjune shipment up to dlrs below origin levels roasters are said to be well covered and are not expected to enter the market for larger purchases in the near term
training,coffee,0007678,ico board seen unlikely to set new coffee talks author by lisa vaughan reutersauthor london march chances that the international coffee organization ico executive board meeting this week will agree to resume negotiations on export quotas soon look remote ico delegates and trade sources said ico observers doubted brazil or key consuming countries are ready to give sufficient ground to convince the other side that reopening negotiations again would be worthwhile they said ico talks on quotas last month broke down after eight days when producers and consumers failed to reach agreement since we have not seen signs of change in other positions its difficult to see a positive outcome at this stage brazilian delegate lindenberg sette said but quotas must be negotiated sometime he said the us has indicated it is open to dialogue on quotas but that brazil must be flexible rather than refuse to lower its export share as it did in the last negotiations delegates said at this weeks march april meeting the member ico board is scheduled to discuss the current market situation the reintroduction of quotas verification of stocks and some administrative matters according to a draft agenda the fact that brazilian coffee institute president jorio dauster assistant us trade representative jon rosenbaum and chief colombian delegate jorge cardenas are not attending the meeting has signalled to most market watchers that it will be a nonevent as far as negotiating quotas is concerned i would imagine there will be a lot of politicking among producers behind closed doors to work up some kind of proposal by september the next scheduled council meeting bronwyn curtis of landell mills commodities studies said traders and delegates said they have seen no sign that a date will be set for an earlier council meeting if the stalemate continues much longer analysts expect the coffee agreement will end up operating without quotas for the remainder of its life to september when talks broke down the us and brazil the largest coffee consumer and producer respectively blamed one another for sabotaging negotiations by refusing to compromise brazil wanted to maintain the previous export quota shares under which it was allocated pct of world coffee exports but consumers and a small group of producers pressed for shares to be redistributed using objective criteria which would have threatened brazils share at a recent meeting in managua of latin american producers costa rica and honduras said they were willing to put their objections as members of the group of eight ico dissident producers aside in order to stem the damaging decline in prices nicaraguan external trade minister alejandro martinez cuenca told reporters saturday he was in london to brief producers on the managua meeting however other producers said they were not aware of this move toward producer solidarity london coffee prices closed at stg a tonne today down from around at the beginning of march
training,coffee,0000783,peru coffee crop unaffected by rains lima march recent heavy rains have not affected the peru coffee crop and producers are looking forward to a record harvest the president of one of perus four coffee cooperative groups said justo marin ludena president of the cafe peru group of cooperatives which accounts for about pct of perus exports told reuters a harvest of up to quintales kilos was expected this year he said peru exported quintales in the year to september a spokesman for the villa rica cooperative said flood waters last month had not reached coffee plantations and the crop was unaffected floods in early february caused extensive damage in villa rica whose coffee cooperative exported quintales last year according to the statecontrolled coffee organisation marin said the rains would only affect the coffee crop if they continued through to next month when harvesting starts he said peruvian producers were hoping for an increase this year in the pct export quota about quintales assigned to them by the international coffee organisation ico he said peru exported quintales to ico members last year with a value of around mln dlrs and another quintales valued at around mln dlrs to nonico members
training,coffee,0000283,coffee quota talks continue but no agreement yet london march coffee quota talks at the international coffee organization council meeting here continued this afternoon but producers and consumers still had not reached common ground on the key issue of how to estimate export quotas delegates said the member contact group was examining a colombian proposal to resume quotas april under the ad hoc system used historically with a pledge to meet again in september to discuss how quotas would be worked out in the future they said delegates would not speculate on the prospects for agreement at this time anything could happen one delegate said
training,coffee,0001184,ivory coast says coffee price fall shortlived author by jeanloup fievet reutersauthor abidjan march ivory coast today predicted that the present coffee price crash recorded after the collapse of the recent international coffee organisation ico meeting in london would not last long commenting on mondays failure by producer and consumer nations to agree on new export quotas needed to tighten an oversupplied coffee market ivorian agriculture minister denis bra kanon told reporters that traders would eventually be obliged to restore their positions i am convinced the market is going to reverse by april he told a news conference here at his return from the failed london talks robusta coffee beans for may delivery ended the day in london down about sterling at sterling a tonne the lowest since bra kanon estimated at at least billion cfa francs billion dlrs the overall loss in revenues earned by ivory coast from all its commodities exports this year if the slide on the world markets continues he disclosed that his country the worlds biggest cocoa producer and the third largest for coffee would spearhead an african initiative to reach a compromise formula by the end of next month ivory coast has been chosen by the abidjanbased interafrican coffee organisation iaco to speak on behalf of the continents producer nations at the london talks an initiative from iaco is likely very soon he said without elaborating following the london collapse we have immediately embarked on a concertation course to avoid breaking an already fragile market he said questioned by journalists the minister said president felix houphouetboigny estimated for the moment that his government would not be forced to reduce the price guaranteed by the state to ivorian coffeegrowers for the current season last year the west african nation announced that the coffee producer price would stay at cfa francs cents per kilo bra kanon said that his country would strive to diversify its agricultural production to avoid beeing too dependent from world market fluctuation a communique read over the staterun television tonight said that during todays weekly cabinet meeting the veteran ivorian leader reaffirmed his faith in ivory coasts bright economic future despite the commodities price slide the agriculture minister also announced the government decided to earmark a sum of billion cfa francs mln dlrs to support the countrys small farmers financiallystrapped ivory coast long regarded as one of africas showpiece economies is going through difficult times following the sharp slump in the world price of cocoa and coffee ivory coasts real gross domestic product is expected to grow only one pct this year compared to five pct in according to a recent finance ministry estimate
training,coffee,0001085,colombia blasts us for coffee talks failure bogota march colombian finance minister cesar gaviria blamed an inflexible us position for the failure of last weeks international coffee organisation ico talks on export quotas we understand that the us position was more inflexible than the one of brazil where current economic and political factors make it difficult to adopt certain positions gaviria told reuters in an interview the us and brazil have each laid the blame on the other for the breakdown in the negotiations to reintroduce export quotas after being extended through the weekend in london gaviria stressed that colombia tried to ensure a successful outcome of the london talks but he deplored that intransigent attitudes both from producing and consuming nations made it impossible in a conversation later with local journalists gaviria said the us attitude would have serious economic and political consequences not necessarily for a country like colombia but certainly for other latin american nations and for some african countries he told reuters that colombia because of the relatively high level of its coffee stocks would probably suffer less according to gaviria colombia can hope to earn about mln dlrs this calendar year from coffee exports which traditionally account for pct of the countrys total export revenue that estimate would represent a drop in revenues of mln dlrs from colombia which held stockpiles of mln bags at the start of the current coffee year exported a record mln bags in the coffee year ending last september
training,coffee,0000503,ico council ends in failure to agree quotas london march a special meeting of the international coffee organization ico council failed to agree on how to set coffee export quotas ico delegates said producers and consumers could not find common ground on the issue of quota distribution in eight days of arduous often heated talks delegates said export quotas the major device of the international coffee agreement to stabilise prices were suspended a year ago after coffee prices soared in reaction to a drought in brazil which cut its output by two thirds delegates and industry representatives predicted coffee prices could plummet more than stg a tonne to new four year lows tomorrow in response to the results of the meeting
training,coffee,0002820,indonesian coffee production may fall this year jakarta march indonesias coffee production in ending september may fall slightly from last years level of tonnes dharyono kertosastro chairman of the association of indonesian coffee exporters told reuters he said shade trees had been damaged by pests and this may have affected the crop though it remains to be seen how seriously indonesias main crop is harvested next month he gave no figure for expected output except to say it would probably be down a little from he said stocks were about normal at tonnes kertosastro predicted that exports were unlikely to rise much from last years level of tonnes i expect exports will be a bit more maybe tonnes but not above that he said exports in were valued at mln us dlrs but the value could fall by pct this year because of low prices he added dharyono said production was behind a five year plan target of tonnes for the current year but indonesia is trying to boost output through introduction of higher yielding seeds better training for farmers and increased use of fertilizers
training,coffee,0001004,coffee talks failure seen pressuring us author by greg mccune reutersauthor washington march failure of talks on reestablishing international coffee organization ico coffee quotas last week may put political pressure on the united states particularly the state department to reassess its position but the us is unlikely to back away from its basic demand quotas be set by objective criteria us officials said jon rosenbaum assistant us trade representative and head of washingtons delegation to the talks told reuters on his return from london that the united states is willing to resume the coffee negotiations as early as april if necessary rosenbaum said the united states will be flexible in discussing the method of establishing objective criteria and any transition to new quotas but not on the basic aim of establishing an objective method of setting quotas at the ico talks major consuming nations led by the us proposed that future coffee export quota shares be calculated by a formula incorporating a producers recent exportable production and verified stocks while large producers led by brazil proposed maintaining the traditional ad hoc division of shares the consumer position would have in effect reduced the market share of brazil by far the worlds largest producer rosenbaum said the administration would continue to support legislation now before congress which would allow the us customs service to monitor coffee imports as a way to comply with any future coffee quotas he said the reagan administration would be reviewing the coffee policy situation following the collapse of the london talks but nobody is proposing we change our position however other us government officials involved in coffee policy said they are bracing for a diplomatic and coffee market offensive from producer countries led by brazil and colombia to soften the consumer position knowing that its next crop is fairly large brazil will kind of want to test the resolve of other producers and consumers said one us official the us official who asked not to be identified said brazil and colombia may flood the coffee market in the next few months in an effort to drive down prices and pressure other countries particularly the splinter group of small producers who differed with the major producers in london this in turn could lead to urgent appeals from latin american countries faced with mounting debt problems to the us state department and to the national security council in the white house for an easing of the us position us officials said the state department a major player in setting us coffee policy may then face conflicting pressures particularly from politicallysensitive us allies in central america us officials said el salvador and guatemala both backed brazil and colombia at the london talks in resisting pressures for quotas based on objective criteria but the dominican republic and costa rica joined the splinter group which said it would agree to objective criteria there is a strong feeling among some in the state department that the united states should continue to support the splinter group of producers who have taken the politicallyrisky step of opposing brazil on the objective criteria question us officials said within the consuming countries there also is expected to be some pressure to reassess positions in london the us was supported by the uk the netherlands west germany japan australia and new zealand on the issue of objective criteria us officials said this bloc represented enough votes among consuming nations to successfully prevent adoption of the producer proposals however us sources said west germanys support was at times qualified and there is some concern that the european community could come under pressure to be more accommodative to producers in future talks france backed the ivory coast and other african producers during the talks a softening of the ec stance would make it more difficult although not impossible for the us to block producer plans while political manuevering by small producers and consuming countries will be important us officials said the key to any future outcome will be brazils position us officials blamed brazils intransigence for the failure of the talks and said a more flexible position from brasilia would be the most important step toward agreement
training,coffee,0008350,ico coffee producers to discuss market situation london april international coffee organization ico producers will meet at gmt est for a general discussion of the market situation producer spokesman lindenberg sette said the brazilian delegate said several producers requested the meeting but brazil was not among them the ico executive boards regular session this week has so far been confined to routine matters with no attempt by producers or consumers to revive export quota negotiations delegates said talks to restore quotas collapsed early last month when producers and consumers failed to resolve differences on how quotas should be allocated producer delegates said there was no sense of urgency among producers to reopen quota talks with consumers with most countries now prepared to wait for the icos annual september council session to restart negotiations members of the interafrican coffee organization called for todays producer meeting to exchange views on the market situation the producer delegates said the lack of a new debate on export quotas here this week was cited as the reason for renewed weakness in coffee prices in london and new york futures traders said near may in london hit a fiveyear low this morning at stg about stg below last nights close they said the executive board session looks set to end today following a final session at gmt est when a consultancy report of the operation of the ico will be presented to producers and consumers delegates added
training,coffee,0009413,brazilian coffee rainfall sao paulo april the following rainfall was recorded in the areas over the past hours parana state umuarama nil paranavai nil londrina nil maringa nil sao paulo state presidente prudente nil votuporanga nil franca nil catanduva nil sao carlos nil sao simao nil minas gerais state guaxupe millimetres tres pontas mm
training,coffee,0005012,madagascar coffee production seen lower in antananarivo march madagascars available coffee output is estimated at tonnes this year down from in due to a rundown of government agricultural services and the poor state of feeder roads in rural areas agriculture ministry sources said this is after accounting for the loss of some to tonnes due to the transport problems in the countryside they said the sources did not give an estimate for exports in but they noted that shipments declined to tonnes last year from in low yields from the countrys ageing coffee plantations and prevalence of the fungal disease hemileia vastatrix also contributed to the poor performance the sources said they pointed out that pct of madagascars coffee bushes were planted before the sources said madagascar was still a long way from reaching the production target of tonnes per year and the export target of tonnes outlined in the governments fiveyear plan in order to reverse the decline in coffee production the government has decided to plant hectares with highyielding arabica and canephora varieties the sources said the planting programme will begin this year and is aimed at producing to kilos per hectare of beans with a low caffeine content the sources added that madagascars plan to export roasted coffee has failed to take off due to packaging problems only tonnes of roasted coffee were exported last year
training,coffee,0003195,colombias coffee marketing to be more flexible bogota march colombia intends to improve the marketing of its coffee with the accent on more flexibility on setting export registration prices finance minister cesar gaviria said speaking to reporters after announcing a lower export registration price or reintegro of dlr per lb exdock new york gaviria said export mechanisms would be more agile in the first stage we decided not only to lower the reintegro but also to adopt a flexible policy of reintegro that will allow private exporters to participate more actively in colombias coffee export policy he said traders said this means the export registration price will change more often in a truer reflection of market trends gaviria said the measures merely responded to new market factors since a return to a system of international coffee organisation ico export quotas may not occur in the short term ico talks last month in london failed to break a deadlock over reintroduction of export quotas suspended in february gaviria stressed that colombia will not necessarily suffer from depressed prices because it can compensate lower prices with increased volume colombia will continue to export its traditional amount of coffee between and mln bags of kilos and will do so without an agreement among producers he said he ruled out a much higher volume of exports or up to mln bags as mentioned in market circles because the idea is precisely not to disrupt the market colombia exported a record mln bags in the coffee year which ended last september echoing gavirias words jorge cardenas manager of the national coffee growers federation said colombia sought to adapt its coffee marketing policy to circumstances there is great expectation in the world for the policies that brazil and colombia will adopt ours is beginning to emerge and no agreement among producers is foreseeable in the immediate future he told journalists trade sources in rio today said brazils future export policy was unlikely to be revealed before the end of next week cardenas said a new ico meeting could only take place when problems that hindered an agreement at the recent london talks have been resolved asked to comment on a reuter report from jakarta saying indonesia hoped colombia could use its contacts with brazil to suggest a compromise on the quota issue cardenas said the brazilian stand was quite clear he said brazils current quota reflects the reality of the market allows for an orderly supply and satisfies demand but added more clarity was needed to assess the criteria that determined it cardenas said lows registered immediately after the failure of the london talks were triggered by a widespread fear among dealers of an imminent price war and the belief that producers would go out and sell their coffee as quickly as possible which did not happen
